geoid,tmfi_2020,tmfi_2024,msa_2020,msa_2024,classification
12083000601,42.4,73.7,31420,36100,Mixed (real + reclass)
12083000604,115.8,95,99999,36100,Mixed (real + reclass)
12083000605,103.8,82.1,99999,36100,Mixed (real + reclass)
12083000606,107.2,86.5,99999,36100,Mixed (real + reclass)
12083000607,109.8,74.1,99999,36100,Mixed (real + reclass)
12083000703,86.5,79.1,15260,36100,Mixed (real + reclass)
12083000704,77.3,107.2,15260,36100,Mixed (real + reclass)
12083000706,83.8,128.1,15260,36100,Mixed (real + reclass)
12083000707,102.3,71.4,46660,36100,Mixed (real + reclass)
12083000803,107.2,107.2,46660,36100,Stable Economy
12083000805,76.7,84.7,46660,36100,Mixed (real + reclass)
12083000806,91.8,134.2,46660,36100,Mixed (real + reclass)
12083000807,92.5,153,46660,36100,Mixed (real + reclass)
12083000808,74.8,125.7,42340,36100,Mixed (real + reclass)
12083000809,92,108.7,42340,36100,Mixed (real + reclass)
12083000810,103.1,105.9,42340,36100,Stable Economy
12083000811,80.8,109.9,42340,36100,Mixed (real + reclass)
12083000901,167.5,96.1,42340,36100,Mixed (real + reclass)
12083000903,148.9,89.3,42340,36100,Mixed (real + reclass)
12083001003,83.5,68.5,99999,36100,Mixed (real + reclass)
12083001005,121.7,103.3,99999,36100,Mixed (real + reclass)
12083001007,135.5,100.3,99999,36100,Mixed (real + reclass)
12083001008,90.9,106.3,99999,36100,Mixed (real + reclass)
12083001009,47.4,117.8,99999,36100,Mixed (real + reclass)
12083001010,31,99.3,99999,36100,Mixed (real + reclass)
12083001011,78.8,116.6,99999,36100,Mixed (real + reclass)
12083001012,114.2,88.4,99999,36100,Mixed (real + reclass)
12083001013,94.2,110,99999,36100,Mixed (real + reclass)
12083001102,145.3,82.7,99999,36100,Mixed (real + reclass)
12083001103,85.3,108.5,99999,36100,Mixed (real + reclass)
12083001105,130.4,96.7,99999,36100,Mixed (real + reclass)
12083001106,67.5,64.9,12260,36100,Stable Economy
12083001204,57,92.9,12260,36100,Mixed (real + reclass)
12083001205,53.9,97.9,12260,36100,Mixed (real + reclass)
12083001206,81.2,94.9,12260,36100,Mixed (real + reclass)
12083001208,78,104.9,12260,36100,Mixed (real + reclass)
12083001209,73.5,126.8,12260,36100,Mixed (real + reclass)
12083001210,67.5,105.8,12260,36100,Mixed (real + reclass)
12083001211,104,86.2,12060,36100,Mixed (real + reclass)
12083001301,60.7,75.6,12060,36100,Mixed (real + reclass)
12083001302,73.3,91.3,12060,36100,Mixed (real + reclass)
12083001401,79.8,67.2,12060,36100,Mixed (real + reclass)
12083001403,110.6,89.2,99999,36100,Mixed (real + reclass)
12083001404,57.2,92.1,99999,36100,Mixed (real + reclass)
12083001500,72.4,50.9,99999,36100,Mixed (real + reclass)
12083001600,116.2,73.3,99999,36100,Mixed (real + reclass)
12083001700,125.2,40.4,99999,36100,Mixed (real + reclass)
12083001800,114.1,66.4,99999,36100,Mixed (real + reclass)
12083001900,133.6,100.1,99999,36100,Mixed (real + reclass)
12083002001,136.9,80.2,99999,36100,Mixed (real + reclass)
12083002002,161.7,68,99999,36100,Mixed (real + reclass)
12083002100,164.3,181.1,99999,36100,Mixed (real + reclass)
12083002201,85.1,96.7,99999,36100,Mixed (real + reclass)
12083002202,101.1,168,99999,36100,Mixed (real + reclass)
12083002203,168.2,125.9,99999,36100,Mixed (real + reclass)
12083002303,68.8,65.7,99999,36100,Stable Economy
12083002304,79.6,163.2,99999,36100,Mixed (real + reclass)
12083002401,86.9,110.9,99999,36100,Mixed (real + reclass)
12083002402,76.8,154.6,99999,36100,Mixed (real + reclass)
12083002503,55.7,101.8,12060,36100,Mixed (real + reclass)
12083002504,89.7,93.6,12060,36100,Stable Economy
12083002505,99,126,12060,36100,Mixed (real + reclass)
12083002506,71.2,127.2,12060,36100,Mixed (real + reclass)
12083002507,70.3,110.7,12060,36100,Mixed (real + reclass)
12083002602,74.3,78.1,12060,36100,Stable Economy
12083002604,62.2,106.1,12060,36100,Mixed (real + reclass)
12083002605,40.3,113.5,12060,36100,Mixed (real + reclass)
12083002607,84.8,82.1,12060,36100,Stable Economy
12083002608,71.8,124.8,12060,36100,Mixed (real + reclass)
12083002609,97.3,90.1,12060,36100,Mixed (real + reclass)
12083002610,71.5,110.5,12060,36100,Mixed (real + reclass)
12083002703,79.9,69.9,12060,36100,Mixed (real + reclass)
12083002704,94.6,101.6,12060,36100,Mixed (real + reclass)
12083002705,75.6,86.7,12060,36100,Mixed (real + reclass)
12083002706,86.1,94.9,12060,36100,Mixed (real + reclass)
12085000100,110.1,198.8,16860,38940,Mixed (real + reclass)
12085000200,138.3,150.1,16860,38940,Mixed (real + reclass)
12085000300,110.4,119.2,16860,38940,Mixed (real + reclass)
12085000400,95.8,143.1,16860,38940,Mixed (real + reclass)
12085000501,124.8,99.1,16860,38940,Mixed (real + reclass)
12085000502,130.1,276,16860,38940,Mixed (real + reclass)
12085000603,93.6,147.7,16860,38940,Mixed (real + reclass)
12085000604,79.4,190.8,16860,38940,Mixed (real + reclass)
12085000606,72,169.2,16860,38940,Mixed (real + reclass)
12085000607,96.3,133.6,16860,38940,Mixed (real + reclass)
12085000610,116,173.7,99999,38940,Mixed (real + reclass)
12085000701,105.9,124.5,99999,38940,Mixed (real + reclass)
12085000702,114.6,79.2,99999,38940,Mixed (real + reclass)
12085000800,7.1,88.6,42340,38940,Mixed (real + reclass)
12085000901,161.3,124.2,42340,38940,Mixed (real + reclass)
12085000902,47.8,119.3,42340,38940,Mixed (real + reclass)
12085001000,187.5,78.7,42340,38940,Mixed (real + reclass)
12085001103,58.2,111.4,42340,38940,Mixed (real + reclass)
12085001105,21.1,122.7,42340,38940,Mixed (real + reclass)
12085001106,63.4,121.6,42340,38940,Mixed (real + reclass)
12085001107,57.4,94,42340,38940,Mixed (real + reclass)
12085001108,55.8,132.3,42340,38940,Mixed (real + reclass)
12085001200,61.8,44.4,42340,38940,Mixed (real + reclass)
12085001301,36.2,80.4,42340,38940,Mixed (real + reclass)
12085001302,81.8,126.6,42340,38940,Mixed (real + reclass)
12085001404,47.9,118.5,42340,38940,Mixed (real + reclass)
12085001406,38.1,156.2,42340,38940,Mixed (real + reclass)
12085001407,174.3,91.2,42340,38940,Mixed (real + reclass)
12085001408,166.6,65.8,42340,38940,Mixed (real + reclass)
12085001409,41.7,118.8,42340,38940,Mixed (real + reclass)
12085001410,66.3,116.1,42340,38940,Mixed (real + reclass)
12085001500,103.2,212,42340,38940,Mixed (real + reclass)
12085001601,52.6,145.4,42340,38940,Mixed (real + reclass)
12085001602,75.9,263.6,42340,38940,Mixed (real + reclass)
12085001701,59,182.1,42340,38940,Mixed (real + reclass)
12085001703,59.8,143,42340,38940,Mixed (real + reclass)
12085001804,71.5,58.2,42340,38940,Mixed (real + reclass)
12085001805,110.4,61,42340,38940,Mixed (real + reclass)
12085001806,84.7,117.6,42340,38940,Mixed (real + reclass)
12086000107,76.8,138.9,42340,33124,Mixed (real + reclass)
12086000109,78.9,83.6,42340,33124,Reclassification Effect
12086000115,59.2,168.2,42340,33124,Mixed (real + reclass)
12086000118,84.3,167,42340,33124,Mixed (real + reclass)
12086000120,98.2,144.8,42340,33124,Mixed (real + reclass)
12086000121,69.3,227.4,42340,33124,Mixed (real + reclass)
12086000122,47.5,194.2,42340,33124,Mixed (real + reclass)
12086000123,55.5,157,42340,33124,Mixed (real + reclass)
12086000124,53.5,71.1,42340,33124,Mixed (real + reclass)
12086000125,76,100.9,42340,33124,Mixed (real + reclass)
12086000126,98.7,92.4,42340,33124,Mixed (real + reclass)
12086000127,49.5,128.3,42340,33124,Mixed (real + reclass)
12086000128,52.1,124.8,42340,33124,Mixed (real + reclass)
12086000129,60,258.9,42340,33124,Mixed (real + reclass)
12086000130,59.6,167.3,42340,33124,Mixed (real + reclass)
12086000132,128.9,117,42340,33124,Mixed (real + reclass)
12086000134,88.8,123.9,42340,33124,Mixed (real + reclass)
12086000140,123.6,108.3,42340,33124,Mixed (real + reclass)
12086000142,91.1,148.8,42340,33124,Mixed (real + reclass)
12086000143,120.6,138.4,42340,33124,Mixed (real + reclass)
12086000145,123,168.9,42340,33124,Mixed (real + reclass)
12086000146,60,223.5,42340,33124,Mixed (real + reclass)
12086000204,111.7,102.7,42340,33124,Mixed (real + reclass)
12086000206,200.1,78.7,42340,33124,Mixed (real + reclass)
12086000211,189.4,105.8,42340,33124,Mixed (real + reclass)
12086000212,197.4,58.3,42340,33124,Mixed (real + reclass)
12086000213,116.2,89.1,42340,33124,Mixed (real + reclass)
12086000215,109.1,76.3,42340,33124,Mixed (real + reclass)
12086000216,130.2,104.5,42340,33124,Mixed (real + reclass)
12086000218,116.2,76.6,42340,33124,Mixed (real + reclass)
12086000219,133.9,65.2,42340,33124,Mixed (real + reclass)
12086000220,139.6,77.3,42340,33124,Mixed (real + reclass)
12086000221,124.3,84,42340,33124,Mixed (real + reclass)
12086000222,43.3,57.1,42340,33124,Mixed (real + reclass)
12086000223,53.3,58.9,42340,33124,Mixed (real + reclass)
12086000224,130.2,49.8,42340,33124,Mixed (real + reclass)
12086000225,60.2,75.5,42340,33124,Mixed (real + reclass)
12086000228,71.6,57.6,17980,33124,Mixed (real + reclass)
12086000302,98.3,107.5,17980,33124,Mixed (real + reclass)
12086000306,83.4,67.2,17980,33124,Mixed (real + reclass)
12086000307,84.6,100.1,17980,33124,Mixed (real + reclass)
12086000309,84.7,74.4,17980,33124,Mixed (real + reclass)
12086000310,110.3,72.9,99999,33124,Mixed (real + reclass)
12086000311,87.1,81,99999,33124,Mixed (real + reclass)
12086000312,94,60.5,99999,33124,Mixed (real + reclass)
12086000402,78.3,63.7,99999,33124,Mixed (real + reclass)
12086000405,88.5,101.9,99999,33124,Mixed (real + reclass)
12086000408,99,75.2,99999,33124,Mixed (real + reclass)
12086000409,88.8,80.3,99999,33124,Mixed (real + reclass)
12086000410,92.6,89.6,12060,33124,Stable Economy
12086000411,122.4,51.8,12060,33124,Mixed (real + reclass)
12086000413,138.7,90.7,12060,33124,Mixed (real + reclass)
12086000414,60.8,69.7,12060,33124,Mixed (real + reclass)
12086000415,131.9,99.5,12060,33124,Mixed (real + reclass)
12086000416,159.2,63.9,12060,33124,Mixed (real + reclass)
12086000417,68.9,75.5,12060,33124,Mixed (real + reclass)
12086000418,106,56.4,12060,33124,Mixed (real + reclass)
12086000419,109.2,95.7,12060,33124,Mixed (real + reclass)
12086000420,84.3,78.6,12060,33124,Mixed (real + reclass)
12086000504,134.4,66.3,12060,33124,Mixed (real + reclass)
12086000505,142.2,52.5,12060,33124,Mixed (real + reclass)
12086000506,137.7,69.8,12060,33124,Mixed (real + reclass)
12086000507,124.4,86.9,12060,33124,Mixed (real + reclass)
12086000508,134.9,25.8,12060,33124,Mixed (real + reclass)
12086000509,102.2,85.7,12060,33124,Mixed (real + reclass)
12086000601,116.5,87.3,12060,33124,Mixed (real + reclass)
12086000602,86.9,77.8,12060,33124,Mixed (real + reclass)
12086000603,93.8,107.2,12060,33124,Mixed (real + reclass)
12086000605,85.7,128.8,12060,33124,Mixed (real + reclass)
12086000607,167.7,63,12060,33124,Mixed (real + reclass)
12086000609,174.7,50,12060,33124,Mixed (real + reclass)
12086000610,159,78.1,12060,33124,Mixed (real + reclass)
12086000611,106,45.5,12060,33124,Mixed (real + reclass)
12086000612,107.6,136.3,12060,33124,Mixed (real + reclass)
12086000705,106.6,53.3,12060,33124,Mixed (real + reclass)
12086000710,252.6,48.6,12020,33124,Mixed (real + reclass)
12086000711,57.5,63.3,12020,33124,Mixed (real + reclass)
12086000713,42.7,91,12020,33124,Mixed (real + reclass)
12086000714,27.9,53.2,12020,33124,Mixed (real + reclass)
12086000715,162.7,68.8,12020,33124,Mixed (real + reclass)
12086000716,106.4,99.8,12020,33124,Mixed (real + reclass)
12086000717,116.9,86.6,12020,33124,Mixed (real + reclass)
12086000718,91.8,64.7,12020,33124,Mixed (real + reclass)
12086000719,167.4,41.8,12020,33124,Mixed (real + reclass)
12086000720,306.8,73.9,12020,33124,Mixed (real + reclass)
12086000804,141.4,69,12020,33124,Mixed (real + reclass)
12086000805,32.5,79.7,12020,33124,Mixed (real + reclass)
12086000806,44.8,63.2,12020,33124,Mixed (real + reclass)
12086000807,66.3,61.2,12020,33124,Mixed (real + reclass)
12086000808,112.3,83.7,12020,33124,Mixed (real + reclass)
12086000903,109.2,62.9,12020,33124,Mixed (real + reclass)
12086000904,91.3,92.7,12020,33124,Stable Economy
12086000905,93.6,100.2,12020,33124,Mixed (real + reclass)
12086000907,45.1,84.1,12020,33124,Mixed (real + reclass)
12086000908,44.2,77.1,12020,33124,Mixed (real + reclass)
12086001003,92.5,90.2,12020,33124,Stable Economy
12086001004,124,57,12020,33124,Mixed (real + reclass)
12086001005,49.9,63.9,12020,33124,Mixed (real + reclass)
12086001006,85,81.6,12020,33124,Stable Economy
12086001007,59.1,67,12020,33124,Mixed (real + reclass)
12086001008,107.9,106.7,12020,33124,Stable Economy
12086001101,124.6,85.2,12020,33124,Mixed (real + reclass)
12086001102,120.9,135.4,12020,33124,Mixed (real + reclass)
12086001103,63.3,65.4,99999,33124,Stable Economy
12086001104,63.3,236.5,99999,33124,Mixed (real + reclass)
12086001204,46.7,104.4,12060,33124,Mixed (real + reclass)
12086001205,64.7,234.4,12060,33124,Mixed (real + reclass)
12086001206,57.7,180.7,12060,33124,Mixed (real + reclass)
12086001207,58.4,102.3,12060,33124,Mixed (real + reclass)
12086001209,38.3,74.5,12060,33124,Mixed (real + reclass)
12086001301,54.2,79.1,12060,33124,Mixed (real + reclass)
12086001302,62.8,87.2,12060,33124,Mixed (real + reclass)
12086001401,81.7,40.9,12060,33124,Mixed (real + reclass)
12086001402,64.7,72,12060,33124,Mixed (real + reclass)
12086001501,72.3,33.7,12060,33124,Mixed (real + reclass)
12086001502,62.2,60.6,12060,33124,Stable Economy
12086001603,96.7,95.5,12060,33124,Stable Economy
12086001605,58.2,44.5,12060,33124,Mixed (real + reclass)
12086001606,77.9,67.2,12060,33124,Mixed (real + reclass)
12086001607,42.1,133.7,12060,33124,Mixed (real + reclass)
12086001608,40,87.7,12060,33124,Mixed (real + reclass)
12086001701,67.7,50.2,12060,33124,Mixed (real + reclass)
12086001702,48.5,55.9,12060,33124,Mixed (real + reclass)
12086001704,95.2,45.4,12060,33124,Mixed (real + reclass)
12086001705,82.2,95.4,12060,33124,Mixed (real + reclass)
12086001801,60.4,55.9,12060,33124,Stable Economy
12086001802,93.8,49.4,12060,33124,Mixed (real + reclass)
12086001803,53,66.5,12060,33124,Mixed (real + reclass)
12086001901,75.9,42.6,12060,33124,Mixed (real + reclass)
12086001903,59.3,70.4,12060,33124,Mixed (real + reclass)
12086001904,63.9,48.9,12060,33124,Mixed (real + reclass)
12086002001,39.8,48,12060,33124,Mixed (real + reclass)
12086002003,28.4,46.9,12060,33124,Mixed (real + reclass)
12086002004,61,61.8,12060,33124,Stable Economy
12086002100,46.3,329.7,12060,33124,Mixed (real + reclass)
12086002201,61.5,93.4,12060,33124,Mixed (real + reclass)
12086002202,69.5,69,12060,33124,Stable Economy
12086002300,60,62.8,12060,33124,Stable Economy
12086002402,56,62.6,12060,33124,Mixed (real + reclass)
12086002403,57.1,55.2,12060,33124,Stable Economy
12086002404,99.3,52.1,12060,33124,Mixed (real + reclass)
12086002501,86.5,59,12060,33124,Mixed (real + reclass)
12086002502,42.3,67.8,12060,33124,Mixed (real + reclass)
12086002600,48.4,81.2,12060,33124,Mixed (real + reclass)
12086002702,88.6,115.4,12060,33124,Mixed (real + reclass)
12086002705,99.9,100.5,12060,33124,Stable Economy
12086002707,86.8,220,12060,33124,Mixed (real + reclass)
12086002708,77,107.9,12060,33124,Mixed (real + reclass)
12086002709,48,179,12060,33124,Mixed (real + reclass)
12086002710,75.5,94.5,12060,33124,Mixed (real + reclass)
12086002800,90.8,67,12060,33124,Mixed (real + reclass)
12086002900,82.9,66.3,12060,33124,Mixed (real + reclass)
12086003001,68.7,59.7,12060,33124,Mixed (real + reclass)
12086003005,92.2,43.1,99999,33124,Mixed (real + reclass)
12086003006,64.2,66.9,99999,33124,Stable Economy
12086003100,89.1,50,99999,33124,Mixed (real + reclass)
12086003400,123.5,54.5,12060,33124,Mixed (real + reclass)
12086003603,110.7,58.6,12060,33124,Mixed (real + reclass)
12086003604,71.7,69.6,12060,33124,Stable Economy
12086003605,75.1,38.3,12060,33124,Mixed (real + reclass)
12086003606,133.9,35.8,12060,33124,Mixed (real + reclass)
12086003607,147.4,68,12060,33124,Mixed (real + reclass)
12086003703,147.9,237.5,12060,33124,Mixed (real + reclass)
12086003704,141.7,104.4,12060,33124,Mixed (real + reclass)
12086003707,124.1,127.5,12060,33124,Stable Economy
12086003708,141.2,217.3,12060,33124,Mixed (real + reclass)
12086003709,102.7,80.3,12060,33124,Mixed (real + reclass)
12086003710,109.3,209.8,12060,33124,Mixed (real + reclass)
12086003801,134.3,166.7,12060,33124,Mixed (real + reclass)
12086003803,97.8,233.5,12060,33124,Mixed (real + reclass)
12086003804,82.6,153.4,12060,33124,Mixed (real + reclass)
12086003906,84.7,306.2,12060,33124,Mixed (real + reclass)
12086003909,113.8,131.9,12060,33124,Mixed (real + reclass)
12086003911,153.4,60.7,12060,33124,Mixed (real + reclass)
12086003912,148.4,99.3,12060,33124,Mixed (real + reclass)
12086003913,154.6,68.6,12060,33124,Mixed (real + reclass)
12086003914,155.5,103.5,12060,33124,Mixed (real + reclass)
12086003915,163.3,111.1,12060,33124,Mixed (real + reclass)
12086003916,198.5,89.2,12060,33124,Mixed (real + reclass)
12086003917,184.2,96.9,12060,33124,Mixed (real + reclass)
12086003918,172.4,146.5,12060,33124,Mixed (real + reclass)
12086003919,101.2,175.9,12060,33124,Mixed (real + reclass)
12086003921,142.7,191.4,12060,33124,Mixed (real + reclass)
12086003922,128.1,192,12060,33124,Mixed (real + reclass)
12086004000,121,260.3,12060,33124,Mixed (real + reclass)
12086004102,145.3,388.5,12060,33124,Mixed (real + reclass)
12086004103,215.3,93.1,12060,33124,Mixed (real + reclass)
12086004105,204.9,156.5,12060,33124,Mixed (real + reclass)
12086004106,183.2,311.1,12060,33124,Mixed (real + reclass)
12086004204,150.4,52.5,12060,33124,Mixed (real + reclass)
12086004205,129.6,91.3,12060,33124,Mixed (real + reclass)
12086004206,212.2,148.7,12060,33124,Mixed (real + reclass)
12086004207,153.3,102,12060,33124,Mixed (real + reclass)
12086004208,181.3,131.9,12060,33124,Mixed (real + reclass)
12086004301,172.3,101.7,12060,33124,Mixed (real + reclass)
12086004303,184.1,73.1,12060,33124,Mixed (real + reclass)
12086004304,158.3,123.3,12060,33124,Mixed (real + reclass)
12086004403,197.2,73.9,12060,33124,Mixed (real + reclass)
12086004404,166.4,73.5,12060,33124,Mixed (real + reclass)
12086004405,161,92.7,12060,33124,Mixed (real + reclass)
12086004406,189.5,133,12060,33124,Mixed (real + reclass)
12086004500,225.6,336.2,12060,33124,Mixed (real + reclass)
12086004602,231.4,353.7,12060,33124,Mixed (real + reclass)
12086004605,107.1,332.6,12060,33124,Mixed (real + reclass)
12086004607,198.3,341.7,12060,33124,Mixed (real + reclass)
12086004608,163.6,216.5,12060,33124,Mixed (real + reclass)
12086004701,167.6,183,12060,33124,Mixed (real + reclass)
12086004703,174.5,127.4,12060,33124,Mixed (real + reclass)
12086004704,69.1,98.6,12060,33124,Mixed (real + reclass)
12086004705,104.8,148.5,12060,33124,Mixed (real + reclass)
12086004901,72,53.5,12060,33124,Mixed (real + reclass)
12086004903,119.8,61.6,12060,33124,Mixed (real + reclass)
12086004904,118.6,101.6,12060,33124,Mixed (real + reclass)
12086005002,194.6,69.8,12060,33124,Mixed (real + reclass)
12086005003,95.8,82.7,12060,33124,Mixed (real + reclass)
12086005004,42.8,59.2,12060,33124,Mixed (real + reclass)
12086005102,45.4,80.1,12060,33124,Mixed (real + reclass)
12086005103,64,67,12060,33124,Stable Economy
12086005104,55.1,51.5,12060,33124,Stable Economy
12086005201,156.2,53.3,12060,33124,Mixed (real + reclass)
12086005202,109.8,52.6,12060,33124,Mixed (real + reclass)
12086005303,65.8,46.8,12060,33124,Mixed (real + reclass)
12086005304,103,47.4,12060,33124,Mixed (real + reclass)
12086005305,108.3,53.3,12060,33124,Mixed (real + reclass)
12086005306,106.7,66.9,12060,33124,Mixed (real + reclass)
12086005403,149.6,48.5,12060,33124,Mixed (real + reclass)
12086005405,61.6,62.3,12060,33124,Stable Economy
12086005406,60.3,63.6,12060,33124,Stable Economy
12086005407,112.9,76.6,12060,33124,Mixed (real + reclass)
12086005409,68.9,46.4,12060,33124,Mixed (real + reclass)
12086005410,54.4,50.2,12060,33124,Stable Economy
12086005503,84.6,94.2,12060,33124,Mixed (real + reclass)
12086005504,39,69.2,12060,33124,Mixed (real + reclass)
12086005505,44.5,54.3,12060,33124,Mixed (real + reclass)
12086005506,51.5,78,12060,33124,Mixed (real + reclass)
12086005600,79.3,87,12060,33124,Mixed (real + reclass)
12086005701,55.8,85.7,12060,33124,Mixed (real + reclass)
12086005705,99.4,58.2,12060,33124,Mixed (real + reclass)
12086005706,58.7,86.8,12060,33124,Mixed (real + reclass)
12086005707,89.5,46.9,12060,33124,Mixed (real + reclass)
12086005708,137.1,61.5,12060,33124,Mixed (real + reclass)
12086005803,179.8,86.3,12060,33124,Mixed (real + reclass)
12086005804,16.5,77.2,12060,33124,Mixed (real + reclass)
12086005805,74.8,127,12060,33124,Mixed (real + reclass)
12086005806,102.2,118.2,12060,33124,Mixed (real + reclass)
12086005901,46.8,92.5,12060,33124,Mixed (real + reclass)
12086005902,140.8,98.9,12060,33124,Mixed (real + reclass)
12086005903,123.9,77.6,12060,33124,Mixed (real + reclass)
12086005904,111.7,97.5,12060,33124,Mixed (real + reclass)
12086006002,160,123.2,12060,33124,Mixed (real + reclass)
12086006003,151.6,204.3,12060,33124,Mixed (real + reclass)
12086006004,106.2,218.4,12060,33124,Mixed (real + reclass)
12086006103,213.5,273.7,12060,33124,Mixed (real + reclass)
12086006104,145.9,233.9,12060,33124,Mixed (real + reclass)
12086006105,201.1,253.8,12060,33124,Mixed (real + reclass)
12086006106,77.3,245.1,12060,33124,Mixed (real + reclass)
12086006201,115.4,69.9,12060,33124,Mixed (real + reclass)
12086006203,68.7,179.1,12060,33124,Mixed (real + reclass)
12086006205,76.3,118.1,12060,33124,Mixed (real + reclass)
12086006206,45,257.8,12060,33124,Mixed (real + reclass)
12086006302,58.7,90,12060,33124,Mixed (real + reclass)
12086006303,125.4,59.5,12060,33124,Mixed (real + reclass)
12086006304,181.3,61.4,12060,33124,Mixed (real + reclass)
12086006401,131.5,81.9,12060,33124,Mixed (real + reclass)
12086006402,112.1,70.5,12060,33124,Mixed (real + reclass)
12086006403,55.1,68,12060,33124,Mixed (real + reclass)
12086006501,94.5,102.4,12060,33124,Mixed (real + reclass)
12086006503,79.1,105.3,12060,33124,Mixed (real + reclass)
12086006504,92.5,140.8,12060,33124,Mixed (real + reclass)
12086006603,111.8,51.7,12060,33124,Mixed (real + reclass)
12086006604,79.9,43.1,12060,33124,Mixed (real + reclass)
12086006606,110.9,97.2,12060,33124,Mixed (real + reclass)
12086006607,108,58.1,12060,33124,Mixed (real + reclass)
12086006608,98.9,195,99999,33124,Mixed (real + reclass)
12086006705,81.4,216.2,99999,33124,Mixed (real + reclass)
12086006706,79.9,192.2,99999,33124,Mixed (real + reclass)
12086006707,89.4,224.5,99999,33124,Mixed (real + reclass)
12086006709,104.8,390.2,99999,33124,Mixed (real + reclass)
12086006713,141.8,293,99999,33124,Mixed (real + reclass)
12086006714,83.4,288,99999,33124,Mixed (real + reclass)
12086006717,89.5,278,99999,33124,Mixed (real + reclass)
12086006718,89.1,289.3,99999,33124,Mixed (real + reclass)
12086006719,52.3,166.9,99999,33124,Mixed (real + reclass)
12086006720,62.3,201.2,99999,33124,Mixed (real + reclass)
12086006721,136.1,298.6,99999,33124,Mixed (real + reclass)
12086006722,104,141.1,99999,33124,Mixed (real + reclass)
12086006801,92.1,298.3,99999,33124,Mixed (real + reclass)
12086006802,52.5,398.3,99999,33124,Mixed (real + reclass)
12086006901,64.6,95.8,99999,33124,Mixed (real + reclass)
12086006902,87.4,161.1,99999,33124,Mixed (real + reclass)
12086007003,196.8,87.3,12260,33124,Mixed (real + reclass)
12086007004,149.8,86.3,12260,33124,Mixed (real + reclass)
12086007005,126.5,79.3,12260,33124,Mixed (real + reclass)
12086007006,129.7,72.9,12260,33124,Mixed (real + reclass)
12086007007,115.1,89.2,12260,33124,Mixed (real + reclass)
12086007104,125.1,234.8,12260,33124,Mixed (real + reclass)
12086007200,198.7,88.1,12260,33124,Mixed (real + reclass)
12086007300,142.4,412.1,12260,33124,Mixed (real + reclass)
12086007401,150,314.3,12260,33124,Mixed (real + reclass)
12086007402,189.1,243,12260,33124,Mixed (real + reclass)
12086007403,166,374.3,12260,33124,Mixed (real + reclass)
12086007501,123,353.5,12260,33124,Mixed (real + reclass)
12086007503,137.7,335.9,12260,33124,Mixed (real + reclass)
12086007601,86.2,231.8,12260,33124,Mixed (real + reclass)
12086007603,91.3,69,12260,33124,Mixed (real + reclass)
12086007605,98.5,117.7,12260,33124,Mixed (real + reclass)
12086007607,109.3,221.1,12260,33124,Mixed (real + reclass)
12086007608,91.8,246.5,12260,33124,Mixed (real + reclass)
12086007609,83.5,131.7,99999,33124,Mixed (real + reclass)
12086007610,69.5,177.4,99999,33124,Mixed (real + reclass)
12086007704,115.7,138.2,99999,33124,Mixed (real + reclass)
12086007705,91.3,117.9,99999,33124,Mixed (real + reclass)
12086007706,90.6,203.7,99999,33124,Mixed (real + reclass)
12086007708,85.6,87.2,12060,33124,Stable Economy
12086007709,146.3,192.4,12060,33124,Mixed (real + reclass)
12086007801,112.7,360.9,12060,33124,Mixed (real + reclass)
12086007805,55.6,189.6,12060,33124,Mixed (real + reclass)
12086007806,113.6,412.1,12060,33124,Mixed (real + reclass)
12086007807,144.6,307.1,12060,33124,Mixed (real + reclass)
12086007808,153.4,141.9,12060,33124,Mixed (real + reclass)
12086007809,123.3,93,12060,33124,Mixed (real + reclass)
12086007901,119.4,369.6,12060,33124,Mixed (real + reclass)
12086007902,140.2,351.5,12060,33124,Mixed (real + reclass)
12086008000,116.3,308.7,12060,33124,Mixed (real + reclass)
12086008101,119.9,310.7,12060,33124,Mixed (real + reclass)
12086008102,123.9,276.1,12060,33124,Mixed (real + reclass)
12086008202,58.1,223.9,12060,33124,Mixed (real + reclass)
12086008205,142.6,281,12060,33124,Mixed (real + reclass)
12086008206,105.5,252.3,12060,33124,Mixed (real + reclass)
12086008207,61,294.2,12060,33124,Mixed (real + reclass)
12086008208,91.8,126.1,12060,33124,Mixed (real + reclass)
12086008209,104.6,236.2,12060,33124,Mixed (real + reclass)
12086008305,97.5,171.9,31420,33124,Mixed (real + reclass)
12086008308,86.9,103.9,31420,33124,Mixed (real + reclass)
12086008309,105.4,64.2,31420,33124,Mixed (real + reclass)
12086008310,94,92.4,31420,33124,Stable Economy
12086008311,68.6,163.5,99999,33124,Mixed (real + reclass)
12086008312,81.5,73.8,99999,33124,Mixed (real + reclass)
12086008313,101.9,94.1,99999,33124,Mixed (real + reclass)
12086008314,92.5,118.1,99999,33124,Mixed (real + reclass)
12086008315,96.3,105.6,99999,33124,Mixed (real + reclass)
12086008409,131.8,187.8,99999,33124,Mixed (real + reclass)
12086008415,89.2,250.6,99999,33124,Mixed (real + reclass)
12086008416,84.5,219.8,16860,33124,Mixed (real + reclass)
12086008418,96.7,135.1,16860,33124,Mixed (real + reclass)
12086008419,79.9,98.3,16860,33124,Mixed (real + reclass)
12086008420,108.9,171.8,16860,33124,Mixed (real + reclass)
